kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score,label
9965957,K01911.01,Kepler-1011 b,297.40155,0.0,19h49m36.37s,46.824001,0.0,+46d49m26.4s,15.872,,15.117,,14.906,,14.813,,13.832,0.025,13.432,0.024,13.361,0.031,15.196,,cumulative,Done,11111101110111011000000000000000,CONFIRMED,CANDIDATE,1,186.0,5.088588,30.750694,0.2449,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,Mandel and Agol (2002 ApJ 580 171),31.8,,,136.75617,0.00153,-0.00153,0.0,,,,,,3.14,0.77,-0.26,0.0633,,,0.921,0.017,-0.666,1.7948,0.048,-0.048,,,,733.8,28.1,-28.1,5.75321539,1.184e-05,-1.184e-05,0.03095,1.4e-05,-0.006223,11.38,5.6,-5.6,85.36,,,920.0,,,5445.0,180.0,-164.0,4.51,0.033,-0.176,0.48,0.05,-0.25,0.929,0.229,-0.076,1.017,0.074,-0.101,,,,q1_q17_dr25_stellar,0.006,19.826786,1.1e-05,46.82414,0.00012,0.59,0.39,0.52,0.43,-0.00057,0.0003,-0.00032,0.00032,0.03,0.12,0.04,0.15,0.05,0.14,0.02,0.12,0.13,0.15,0.14,0.15,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009965/009965957/dv/kplr009965957-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.756,0.00153,-0.00153,009/009965/009965957/dv/kplr009965957-20160209194854_dvr.pdf,0,0,0,0,169.44,130.41,-43.04,0.84337,11.61531,-0.20556,LS+MCMC,1.0,1
12021625,K02996.01,Kepler-1404 b,296.00943,0.0,19h44m02.26s,50.498379,0.0,+50d29m54.2s,16.325,,15.65,,15.415,,15.308,,14.315,0.025,13.876,0.027,13.756,0.054,15.688,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1,83.0,4.0237303,11.741651,0.3542,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,Mandel and Agol (2002 ApJ 580 171),14.8,,,141.81212,0.00678,-0.00678,0.0,,,,,,1.77,0.3,-0.14,0.1143,,,0.604,0.338,-0.387,2.435,0.251,-0.251,,,,556.7,47.3,-47.3,15.9314412,0.0001331,-0.0001331,0.022469,7.1e-05,-0.002362,41.2,14.3,-14.3,89.16,,,596.0,,,5380.0,160.0,-160.0,4.616,0.035,-0.105,-0.4,0.35,-0.3,0.721,0.123,-0.057,0.786,0.084,-0.076,,,,q1_q17_dr25_stellar,0.33,19.734017,3e-05,50.4985,0.0003,1.9,1.0,0.4,1.1,-0.00066,0.00054,7e-05,0.00058,-0.14,0.26,0.11,0.28,0.17,0.27,-0.06,0.18,0.21,0.38,0.21,0.35,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,012/012021/012021625/dv/kplr012021625-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454974.812,0.00678,-0.00678,012/012021/012021625/dv/kplr012021625-20160209194854_dvr.pdf,0,0,0,0,29.83,16.14,-7.4,5.22683,5.43796,-1.90574,LS+MCMC,1.0,1
7427764,K04364.01,Kepler-1595 b,285.72272,0.0,19h02m53.45s,43.00948,0.0,+43d00m34.1s,16.085,,15.381,,15.174,,15.05,,14.04,0.03,13.609,0.038,13.527,0.039,15.448,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1,288.0,2.8715417,10.996368,0.5471,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,Mandel and Agol (2002 ApJ 580 171),9.9,,,132.26068,0.0076,-0.0076,0.0,,,,,,1.22,0.24,-0.13,0.051,,,0.365,0.094,-0.365,2.271,0.227,-0.227,,,,201.8,23.7,-23.7,4.56383697,4.582e-05,-4.582e-05,0.013,0.000815,-0.001022,14.52,6.2,-6.2,88.56,,,980.0,,,5408.0,160.0,-160.0,4.496,0.07,-0.13,-0.06,0.3,-0.3,0.861,0.168,-0.09,0.848,0.097,-0.073,,,,q1_q17_dr25_stellar,0.256,19.048177,2.9e-05,43.00979,0.00028,-0.1,1.1,1.1,1.0,4e-05,0.00023,-0.00019,0.0002,-0.45,0.59,0.06,0.41,0.45,0.55,-0.37,0.54,0.17,0.41,0.41,0.38,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007427/007427764/dv/kplr007427764-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.261,0.0076,-0.0076,007/007427/007427764/dv/kplr007427764-20160209194854_dvr.pdf,0,0,0,0,218.18,132.0,-63.03,2.78257,1.18273,-1.4709,LS+MCMC,1.0,1
6182846,K03591.01,,283.0733,0.0,18h52m17.59s,41.53867,0.0,+41d32m19.2s,15.197,,14.76,,14.626,,14.586,,13.798,0.03,13.458,0.038,13.363,0.038,14.798,,cumulative,Done,11110111011101110000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,163.0,296.79712,1948.7997,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3032,0.3147,Mandel and Agol (2002 ApJ 580 171),154.4,,,134.702264,0.000689,-0.000689,0.0,,,,,,51.77,17.86,-5.61,0.0687,,,1.039,0.189,-0.122,4.7439,0.0391,-0.0391,,,,83326.0,661.0,-661.0,6.399101307,5.396e-06,-5.396e-06,0.479811,0.149884,-0.100624,10.929,0.943,-0.943,84.55,,,1042.0,,,6233.0,175.0,-197.0,4.472,0.056,-0.224,-0.24,0.25,-0.3,0.988,0.341,-0.107,1.054,0.144,-0.144,,,,q1_q17_dr25_stellar,0.0,18.871611916,4e-08,41.54176871,9.3e-07,2.3409,0.0016,11.1554,0.0034,-0.168,0.081,-0.75,0.11,0.023,0.068,0.199,0.067,0.2,0.067,1.952,0.068,7.766,0.068,8.008,0.068,MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,006/006182/006182846/dv/kplr006182846-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454967.702,0.000689,-0.000689,006/006182/006182846/dv/kplr006182846-20160209194854_dvr.pdf,0,1,1,1,279.38,285.34,-84.02,0.60307,0.05204,-0.05905,LS+MCMC,0.0,0
7777818,K04380.01,,298.94901,0.0,19h55m47.76s,43.441715,0.0,+43d26m30.2s,13.68,,13.323,,13.257,,,,12.068,0.027,11.814,0.031,11.752,0.021,13.384,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,230.0,3.603645,14.013821,0.1196,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.311,0.2938,Mandel and Agol (2002 ApJ 580 171),16.4,,,136.77178,0.00601,-0.00601,0.0,,,,,,1.7,0.51,-0.56,0.07,,,0.66,0.29,-0.455,2.222,0.181,-0.181,,,,72.8,5.6,-5.6,5.78159956,4.522e-05,-4.522e-05,0.008268,0.002173,-0.00048,15.17,6.5,-6.5,87.51,,,1475.0,,,6443.0,181.0,-227.0,4.023,0.299,-0.161,-0.06,0.25,-0.3,1.884,0.559,-0.622,1.371,0.193,-0.289,,,,q1_q17_dr25_stellar,0.0,19.930324,2.8e-05,43.44084,0.00027,15.3,1.1,-3.16,0.96,-0.001101,7.6e-05,0.0002,6.8e-05,8.61,0.14,-2.353,0.073,8.93,0.13,8.76,0.12,-2.389,0.074,9.08,0.11,CENT_CROWDED,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007777/007777818/dv/kplr007777818-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.772,0.00601,-0.00601,007/007777/007777818/dv/kplr007777818-20160209194854_dvr.pdf,0,0,1,0,1117.19,981.46,-682.91,1.9774,3.37845,-0.20909,LS+MCMC,1.0,0
6276791,K04477.01,,289.10422,0.0,19h16m25.01s,41.69014,0.0,+41d41m24.5s,16.008,,15.41,,15.234,,15.147,,14.196,0.029,13.838,0.038,13.727,0.048,15.466,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,249.0,2.8018146,8.380222,0.4849,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,Mandel and Agol (2002 ApJ 580 171),11.5,,,135.9927,0.00532,-0.00532,0.0,,,,,,1.22,0.33,-0.11,0.0587,,,0.357,0.094,-0.357,2.24,0.155,-0.155,,,,197.2,18.7,-18.7,5.30179786,4.201e-05,-4.201e-05,0.012946,0.000607,-0.000878,17.16,5.0,-5.0,88.81,,,973.0,,,5749.0,153.0,-170.0,4.547,0.033,-0.187,-0.1,0.3,-0.3,0.864,0.234,-0.078,0.961,0.095,-0.116,,,,q1_q17_dr25_stellar,0.675,19.273585,4.2e-05,41.69012,0.00042,-1.2,1.7,-0.1,1.5,0.00018,0.00027,-1e-05,0.00024,0.17,0.52,0.08,0.7,0.18,0.72,0.1,0.57,-0.01,0.69,0.1,0.52,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,006/006276/006276791/dv/kplr006276791-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.993,0.00532,-0.00532,006/006276/006276791/dv/kplr006276791-20160209194854_dvr.pdf,0,0,0,0,211.8,168.16,-56.35,3.3996,0.98795,-1.38974,LS+MCMC,0.999,1
8637903,K08276.01,,296.40787,0.0,19h45m37.89s,44.77364,0.0,+44d46m25.1s,14.309,,13.936,,13.858,,13.824,,12.986,0.022,12.758,0.018,12.693,0.023,13.993,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,3.0,4.86515,7.5261946,0.7385,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3103,0.2947,Mandel and Agol (2002 ApJ 580 171),21.2,,,343.64827,0.00907,-0.00907,0.0,,,,,,3.23,1.0,-0.41,1.1068,,,0.877,0.091,-0.63,12.071,0.331,-0.331,,,,548.4,29.5,-29.5,385.858683,0.005261,-0.005261,0.024721,0.000339,-0.003734,129.4,61.0,-61.0,89.61,,,300.0,,,6551.0,149.0,-216.0,4.367,0.065,-0.195,-0.08,0.25,-0.3,1.195,0.372,-0.149,1.215,0.17,-0.17,,,,q1_q17_dr25_stellar,0.642,19.760519,1.7e-05,44.7737,0.00016,-0.22,0.65,0.23,0.57,0.00011,0.00038,-0.00013,0.00035,0.41,0.15,-0.519,0.079,0.66,0.13,0.39,0.17,-0.516,0.092,0.65,0.16,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008637/008637903/dv/kplr008637903-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455176.648,0.00907,-0.00907,008/008637/008637903/dv/kplr008637903-20160209194854_dvr.pdf,0,0,0,0,1.92,1.69,-0.63,0.27541,1.81848,-0.22919,LS+MCMC,0.541,1
3449540,K04982.01,,292.93695,0.0,19h31m44.87s,38.593071,0.0,+38d35m35.1s,14.533,,14.159,,14.05,,14.011,,13.193,0.023,12.941,0.024,12.891,0.033,14.194,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,841.0,2582.198,31474.16,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2842,0.3538,Mandel and Agol (2002 ApJ 580 171),4679.3,,,132.4945147,2.41e-05,-2.41e-05,0.0,,,,,,360.08,112.9,-48.4,0.0245,,,0.496,0.003,-0.001,4.88602,0.00038,-0.00038,,,,402550.0,0.0,0.0,1.606003121,4.6e-08,-4.6e-08,0.651794,0.000559,-0.001502,4.0927,0.00261,-0.00261,83.03,,,3359.0,,,5297.0,69.0,-37.0,2.909,0.121,-0.148,-1.74,0.15,-0.15,5.059,1.586,-0.68,0.757,0.21,-0.015,,,,q1_q17_dr25_stellar,0.0,19.529131763,9e-09,38.59301306,1.1e-07,0.07442,0.00039,-0.20498,0.00041,0.03,0.13,0.01,0.16,0.023,0.067,0.046,0.067,0.051,0.067,0.021,0.068,0.026,0.069,0.033,0.069,PLANET_IN_STAR---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,003/003449/003449540/dv/kplr003449540-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.495,2.41e-05,-2.41e-05,003/003449/003449540/dv/kplr003449540-20160209194854_dvr.pdf,0,1,0,0,30041.73,24542.64,-8155.62,0.5028,0.00032,-0.00395,LS+MCMC,0.0,0
7588436,K06888.01,,284.17172,0.0,18h56m41.21s,43.200809,0.0,+43d12m02.9s,13.196,,12.792,,12.694,,12.661,,11.83,0.02,11.564,0.018,11.542,0.019,12.845,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,58.0,6.368076,7.4262424,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.3169,Mandel and Agol (2002 ApJ 580 171),8.1,,,139.7612,0.0153,-0.0153,0.0,,,,,,0.84,0.37,-0.09,0.1607,,,0.3153,0.1412,-0.3153,3.416,0.443,-0.443,,,,62.3,9.4,-9.4,23.3924063,0.0003839,-0.0003839,0.007321,0.000292,-0.000988,50.1,24.3,-24.3,89.38,,,701.0,,,6221.0,150.0,-183.0,4.4,0.074,-0.074,-0.24,0.26,-0.32,1.05,0.463,-0.114,1.008,0.181,-0.11,,,,stellar_q1_q17,0.033,18.94472,4.4e-05,43.20071,0.00043,-2.4,1.7,-0.3,1.5,0.00014,0.0001,4.3e-05,9.2e-05,0.62,0.7,-1.1,1.1,1.24,0.98,0.73,0.86,-0.57,0.96,0.93,0.92,LPP_ALT_TOO_HIGH---KIC_OFFSET,2018-08-16 00:00:00,1.0,q1_q17_dr24_tce,007/007588/007588436/dv/kplr007588436-001-20141002224145_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr24_koi,2454972.761,0.0153,-0.0153,007/007588/007588436/dv/kplr007588436-20141002224145_dvr.pdf,1,0,0,0,57.23,73.47,-16.87,4.33661,6.30902,-4.25672,MCMC,,0
9447166,K03296.01,Kepler-1459 b,282.42303,0.0,18h49m41.53s,46.014019,0.0,+46d00m50.5s,15.419,,14.513,,14.236,,14.085,,13.005,0.023,12.497,0.023,12.384,0.015,14.591,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1,20.0,3.9161606,11.619394,0.6984,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1017,0.6385,Mandel and Agol (2002 ApJ 580 171),16.2,,,166.0137,0.0124,-0.0124,0.0,,,,,,1.96,0.06,-0.12,0.2829,,,0.954,0.002,-0.671,6.842,0.299,-0.299,,,,341.7,25.1,-25.1,62.869463,0.001024,-0.001024,0.022926,0.000116,-0.006166,25.9,12.8,-12.8,87.89,,,349.0,,,4762.0,85.0,-76.0,4.535,0.056,-0.016,0.2,0.15,-0.15,0.781,0.026,-0.045,0.762,0.042,-0.027,,,,q1_q17_dr25_stellar,0.0,18.828272,3.4e-05,46.01341,0.00032,2.6,1.3,-2.2,1.2,-0.00098,0.00043,0.00067,0.00039,0.27,0.61,-0.78,0.57,0.82,0.57,0.14,0.9,-0.84,0.73,0.85,0.65,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009447/009447166/dv/kplr009447166-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454999.014,0.0124,-0.0124,009/009447/009447166/dv/kplr009447166-20160209194854_dvr.pdf,0,0,0,0,3.51,0.51,-0.59,0.08338,2.80476,-0.02322,LS+MCMC,0.956,1
10341781,K08289.01,,292.71887,0.0,19h30m52.53s,47.47094,0.0,+47d28m15.4s,16.368,,15.401,,14.975,,14.775,,13.534,0.042,13.01,0.031,12.909,0.035,15.393,,cumulative,Done,00011111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,1223.0,3.113232,7.412799,0.316,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0722,0.674,Mandel and Agol (2002 ApJ 580 171),14.3,,,131.5372,0.0198,-0.0198,0.0,,,,,,0.75,0.05,-0.07,0.0165,,,0.119,0.342,-0.119,4.76,0.498,-0.498,,,,126.2,11.6,-11.6,0.93371211,1.862e-05,-1.862e-05,0.009887,0.000728,-0.000515,1.625,0.278,-0.278,85.8,,,1318.0,,,4604.0,165.0,-165.0,4.591,0.054,-0.027,-0.06,0.3,-0.3,0.696,0.045,-0.062,0.69,0.068,-0.056,,,,q1_q17_dr25_stellar,0.0,19.5145982,4.2e-06,47.470522,5.1e-05,0.23,0.15,-1.5,0.18,-9.2e-05,1.2e-05,-0.000102,1.4e-05,0.37,0.63,5.02,0.79,5.03,0.79,-1.16,0.62,1.62,0.87,1.99,0.74,CENT_KIC_POS---HALO_GHOST---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010341/010341781/dv/kplr010341781-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.537,0.0198,-0.0198,010/010341/010341781/dv/kplr010341781-20160209194854_dvr.pdf,0,0,1,1,715.48,218.17,-202.43,0.09307,0.01594,-0.03974,LS+MCMC,0.0,0
6877673,K06784.01,,295.76584,0.0,19h43m03.80s,42.391331,0.0,+42d23m28.8s,14.098,,13.628,,13.495,,13.431,,12.543,0.021,12.24,0.019,12.182,0.016,13.676,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,0.0,7098.6797,26927.043,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,Mandel and Agol (2002 ApJ 580 171),4263.6,,,156.0924573,8.59e-05,-8.59e-05,0.0,,,,,,51.31,15.4,-6.61,0.2134,,,0.298,0.002,-0.001,15.5723,0.00564,-0.00564,,,,261730.0,82.8,-82.8,36.75892725,3.96e-06,-3.96e-06,0.479913,0.000103,-0.000148,26.1542,0.0136,-0.0136,89.35,,,575.0,,,6085.0,164.0,-182.0,4.438,0.084,-0.196,-0.32,0.3,-0.3,0.979,0.294,-0.126,0.959,0.128,-0.116,,,,q1_q17_dr25_stellar,0.0,19.717720772,1e-08,42.39132225,1.1e-07,-0.04898,0.00038,-0.02789,0.0004,-0.004,0.01,-0.004,0.014,-0.003,0.067,0.006,0.067,0.007,0.067,-0.022,0.067,0.008,0.067,0.023,0.067,MOD_SEC_ALT---MOD_ODDEVEN_ALT---HAS_SEC_TCE---CENT_NOFITS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,006/006877/006877673/dv/kplr006877673-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454989.092,8.59e-05,-8.59e-05,006/006877/006877673/dv/kplr006877673-20160209194854_dvr.pdf,0,1,0,0,25.82,22.74,-8.46,0.25047,0.00013,-0.00062,LS+MCMC,0.0,0
11450414,K01992.03,Kepler-347 d,289.19958,0.0,19h16m47.90s,49.305721,0.0,+49d18m20.6s,14.944,,14.454,,14.329,,14.292,,13.391,0.026,13.076,0.031,13.047,0.029,14.513,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,3,15.0,4.681905,11.244823,0.73,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,Mandel and Agol (2002 ApJ 580 171),12.9,,,181.351,0.0198,-0.0198,0.0,,,,,,3.04,0.45,-0.71,0.3802,,,0.944,0.026,-0.679,9.331,0.38,-0.38,,,,270.2,21.6,-21.6,85.517344,0.001846,-0.001846,0.019208,2.6e-05,-0.004798,27.0,13.5,-13.5,88.0,,,482.0,,,5592.0,75.0,-75.0,4.115,0.195,-0.09,0.16,0.15,-0.15,1.451,0.211,-0.342,1.0,0.072,-0.072,,,,q1_q17_dr25_stellar,0.001,19.279969,3.2e-05,49.30623,0.00033,-0.1,1.1,1.8,1.2,2e-05,0.0003,-0.0006,0.00032,-0.46,0.81,1.91,0.55,1.96,0.49,-0.64,0.89,1.5,0.37,1.63,0.49,CENT_UNRESOLVED_OFFSET,2018-08-16 00:00:00,3.0,q1_q17_dr25_tce,011/011450/011450414/dv/kplr011450414-003-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455014.351,0.0198,-0.0198,011/011450/011450414/dv/kplr011450414-20160209194854_dvr.pdf,0,0,0,0,12.75,4.89,-5.7,0.05079,1.1666,-0.03338,LS+MCMC,0.017,1
8560475,K05543.01,,291.97943,0.0,19h27m55.06s,44.69516,0.0,+44d41m42.6s,14.412,,13.512,,13.195,,13.006,,11.869,0.022,11.299,0.019,11.157,0.018,13.56,,cumulative,Done,11100100010001000000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,65.0,5.04324,23.761446,0.267,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1778,0.5473,Mandel and Agol (2002 ApJ 580 171),18.3,,,133.31055,0.00244,-0.00244,0.0,,,,,,91.09,4.01,-34.07,0.1116,,,0.979,0.032,-0.699,2.061,0.13,-0.13,,,,937.0,57.4,-57.4,7.41505161,2.712e-05,-2.712e-05,0.045667,0.008731,-0.018849,10.13,5.0,-5.0,84.45,,,2815.0,,,4989.0,122.0,-244.0,2.442,0.033,-0.033,0.07,0.15,-0.6,18.266,0.804,-6.832,3.366,0.104,-2.087,,,,q1_q17_dr25_stellar,0.082,19.4652893,5.1e-06,44.695188,5.5e-05,-0.21,0.2,0.1,0.2,0.00028,0.0002,-0.0001,0.00021,-0.4,0.26,-0.07,0.17,0.4,0.28,-0.37,0.25,-0.08,0.16,0.38,0.27,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008560/008560475/dv/kplr008560475-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.311,0.00244,-0.00244,008/008560/008560475/dv/kplr008560475-20160209194854_dvr.pdf,0,1,0,0,14853.21,2978.97,-10090.87,0.35748,17.74467,-0.16489,LS+MCMC,1.0,0
7448023,K07839.01,,292.75653,0.0,19h31m01.57s,43.036888,0.0,+43d02m12.8s,16.644,,15.69,,15.264,,15.026,,13.849,0.021,13.229,0.02,13.111,0.034,15.678,,cumulative,Done,01111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1,2305.0,3.4131775,9.451874,0.979,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1142,0.6188,Mandel and Agol (2002 ApJ 580 171),12.9,,,131.77983,0.00464,-0.00464,0.0,,,,,,0.68,0.04,-0.06,0.0119,,,0.414,0.056,-0.414,1.981,0.164,-0.164,,,,94.0,8.9,-8.9,0.566816802,4.545e-06,-4.545e-06,0.008803,0.000435,-0.000687,2.123,0.885,-0.885,78.74,,,1585.0,,,4665.0,139.0,-139.0,4.584,0.054,-0.027,-0.08,0.3,-0.3,0.704,0.046,-0.064,0.695,0.077,-0.051,,,,q1_q17_dr25_stellar,0.021,19.517083,3.1e-05,43.0373,0.00033,-0.7,1.2,1.5,1.2,7e-05,0.00011,-0.00015,0.0001,6.01,0.71,2.83,0.46,6.64,0.8,6.15,0.72,2.63,0.51,6.69,0.83,CENT_RESOLVED_OFFSET---EPHEM_MATCH,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007448/007448023/dv/kplr007448023-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454964.78,0.00464,-0.00464,007/007448/007448023/dv/kplr007448023-20160209194854_dvr.pdf,0,0,1,1,1483.43,410.0,-397.17,0.56331,0.23489,-0.24634,LS+MCMC,0.0,0
